Company Name,Exchange:Ticker,S&P Entity ID,Industry Classifications,Company Type,Exchanges [Primary Listing],Exchanges [Secondary Listings],Website,Geographic Region,Headquarters - Country,Offices,Primary Address
"Instructure, Inc. (NYSE:INST)",NYSE:INST,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.instructure.com,United States and Canada,United States,"Headquarters
6330 South 3000 East
Suite 700 
Salt Lake City, Utah    84121
United States
Main Phone: 800-203-6755
Other Phone: 866-574-3127","Headquarters
6330 South 3000 East
Suite 700 
Salt Lake City, Utah    84121
United States
Main Phone: 800-203-6755
Other Phone: 866-574-3127"
"Integrated Device Technology, Inc. (NasdaqGS:IDTI)",NasdaqGS:IDTI,301412,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.idt.com,United States and Canada,United States,"Headquarters
6024 Silver Creek Valley Road 
San Jose, California    95138
United States
Main Phone: 408-284-8200
Main Fax: 408-284-2775
Other Phone: 800-223-1366","Headquarters
6024 Silver Creek Valley Road 
San Jose, California    95138
United States
Main Phone: 408-284-8200
Main Fax: 408-284-2775
Other Phone: 800-223-1366"
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,101203,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.intel.com,United States and Canada,United States,"22 F, Shanghai Mart
2299 Yan'an Road (West) 
Shanghai    31,200336
China

Calle 129
Heredia Province 
Belen
Costa Rica

Munich
Germany

Israel

5-6 Tokodai 
Tsukuba-shi, Ibaraki    300-2635
Japan

Tokyo
Japan

Kulim 1/2
Lot 8 Jalan Hi-Tech 2/3
Hi-Tech Park 
Kulim, Kedah    09000
Malaysia

Street 14-8
Level 14
Wisma UOA II
No 6 Changkat Semantan 
Kuala Lumpur
Malaysia

5000 W. Chandler Blvd. 
Chandler, Arizona    85226
United States
Main Phone: 480-554-8080

Phoenix, Arizona
United States

2111 NE 25th Street 
Hillsboro, Oregon    97124
United States
Main Phone: 503-696-8080

Aloha, Oregon
United States

3100 NE Shute Road
M/S RS5-118 
Hillsboro, Oregon    97124
United States
Main Phone: 503-613-7292

1501 S. Mopac Expressway
Suite 400 
Austin, Texas    78746
United States
Main Phone: 512-314-0000

734 E. Utah Valley Drive 
American Fork, Utah    84003
United States
Main Phone: 801-763-2200

2800 Center Drive 
Dupont, Washington    98327
United States
Main Phone: 253-371-8080

Seattle, Washington
United States

1900 Prairie City Road 
Folsom, California    95630
United States
Main Phone: 916-356-8080

Headquarters
2200 Mission College Boulevard 
Santa Clara, California    95054
United States
Main Phone: 408-765-8080

San Jose, California
United States

San Diego, California
United States

Delaware
United States

28 Crosby Drive 
Bedford, Massachusetts    01730
United States
Main Phone: 781-687-1000
Main Fax: 781-687-6530

Hudson, Massachusetts
United States

4100 Sara Road 
Rio Rancho, New Mexico    87124
United States
Main Phone: 505-893-7000","Headquarters
2200 Mission College Boulevard 
Santa Clara, California    95054
United States
Main Phone: 408-765-8080"
"Intellicheck, Inc. (AMEX:IDN)",AMEX:IDN,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,intellicheck.com,United States and Canada,United States,"800 Diagonal Road
Suite 440 
Alexandria, Virginia    22314
United States
Main Phone: 703-683-4313
Main Fax: 703-683-3323

Headquarters
100 Jericho Quadrangle
Suite 202 
Jericho, New York    11753
United States
Main Phone: 516-992-1900

246 Crossways Park West 
Woodbury, New York    11797
United States
Main Phone: 516-992-1900
Main Fax: 516-992-1918
Other Phone: 800-444-9542

4141 Colonel Glenn Highway
Ashford Center
Suite 176 
Beavercreek, Ohio    45431
United States
Main Phone: 937-431-3994
Main Fax: 937-431-3886","Headquarters
100 Jericho Quadrangle
Suite 202 
Jericho, New York    11753
United States
Main Phone: 516-992-1900"
Intelligent Systems Corporation (AMEX:INS),AMEX:INS,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.intelsys.com,United States and Canada,United States,"Headquarters
4355 Shackleford Road 
Norcross, Georgia    30093
United States
Main Phone: 770-381-2900
Main Fax: 770-381-2808","Headquarters
4355 Shackleford Road 
Norcross, Georgia    30093
United States
Main Phone: 770-381-2900
Main Fax: 770-381-2808"
"InterDigital, Inc. (NasdaqGS:IDCC)",NasdaqGS:IDCC,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.interdigital.com,United States and Canada,United States,"Headquarters
200 Bellevue Parkway
Suite 300 
Wilmington, Delaware    19809
United States
Main Phone: 302-281-3600
Main Fax: 302-281-3763","Headquarters
200 Bellevue Parkway
Suite 300 
Wilmington, Delaware    19809
United States
Main Phone: 302-281-3600
Main Fax: 302-281-3763"
"Interlink Electronics, Inc. (NasdaqCM:LINK)",NasdaqCM:LINK,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.interlinkelectronics.com,United States and Canada,United States,"Headquarters
31248 Oak Crest Drive
Suite 110 
Westlake Village, California    91361
United States
Main Phone: 805-484-8855
Main Fax: 805-484-9457","Headquarters
31248 Oak Crest Drive
Suite 110 
Westlake Village, California    91361
United States
Main Phone: 805-484-8855
Main Fax: 805-484-9457"
"Intermolecular, Inc. (NasdaqGS:IMI)",NasdaqGS:IMI,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.intermolecular.com,United States and Canada,United States,"Headquarters
3011 North First Street 
San Jose, California    95134
United States
Main Phone: 408-582-5700
Main Fax: 408-582-5401","Headquarters
3011 North First Street 
San Jose, California    95134
United States
Main Phone: 408-582-5700
Main Fax: 408-582-5401"
Internap Corporation (NasdaqGS:INAP),NasdaqGS:INAP,558364,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.internap.com,United States and Canada,United States,"Headquarters
One Ravinia Drive
Suite 1300 
Atlanta, Georgia    30346
United States
Main Phone: 404-302-9700","Headquarters
One Ravinia Drive
Suite 1300 
Atlanta, Georgia    30346
United States
Main Phone: 404-302-9700"
International Business Machines Corporation (NYSE:IBM),NYSE:IBM,101214,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.ibm.com,United States and Canada,United States,"Argentina

601 Pacific Highway 
Saint Leonards, New South Wales    2065
Australia

Av Pasteur, 138. Botafogo.
Building B 
Rio de Janeiro, Rio de Janeiro
Brazil

Sao Paulo, São Paulo
Brazil

Toronto
Canada

Heredia
Costa Rica

Infopark, Neumann János u. 1.
Magyarország 
Budapest    1117
Hungary

The IL&FS Financial Centre, 4th Floor
Plot C-22, ""G"" Block,Bandra Kurla Complex
Bandra (East) 
Mumbai    400051
India

MD-2B-602
2nd Floor
D2 Block
Manyata IT Tech Park 
Bangalore, Karnataka    560017
India

1011 Sobha Jasmine
Bellandur Gate
Outer Ring Road 
Bangalore, Karnataka    560103
India

Pune, Maharashtra
India

Israel

Tokyo
Japan

19-21 Nihonbashi-Hakozakicho
Chuo-ku 
Tokyo    103-8510
Japan

Selangor
Malaysia

Plaza IBM
Floor 19
No. 8, First Avenue
Persiaran Bandar Utama 
Petaling Jaya, Selangor    47800
Malaysia
Main Phone: 60 3 2301 8888
Main Fax: 60-3 7727 2188

J. HUIZINGALAAN 765 
Amsterdam, Noord-Holland    1066
Netherlands

9, Changi Business Park Central 1 
Singapore    486072
Singapore

MP 149
Hursley Park 
Winchester    SO21 2JN
United Kingdom

76 Upper Ground 
London    SE19PZ
United Kingdom

Greenville, South Carolina
United States

Knoxville, Tennessee
United States

12301 Kurland Drive
Third Floor 
Houston, Texas    77034-4812
United States

1177 South Beltline Road 
Coppell, Texas    75019
United States

Austin, Texas
United States

2 Hillsborough Drive East 
Montgomery, Texas    77356
United States

2300 DULLES STATION BLVD
DULLES STATION WEST FLOORS 1,2,4,5 
Herndon, Virginia    20171-6133
United States

Menlo Park, California
United States

30501 Agoura Road
Suite 100 
Agoura Hills, California    91301-4323
United States

San Jose, California
United States

Foster City, California
United States

4700 S Syracuse St I 
Denver, Colorado    80237
United States

150 Kettletown Road 
Southbury, Connecticut    06488
United States

3 Hunt Master Court 
Ormond Beach, Florida    32174
United States

71 S Wacker Drive 
Chicago, Illinois    60606
United States

71 S Wacker Drive 
Chicago, Illinois    60606
United States

550 King St. 
Littleton, Massachusetts    01460
United States

Waltham, Massachusetts
United States

One Rogers Street (One Charles Park)
2nd floor 
Cambridge, Massachusetts    02142
United States
Main Phone: 617-693-6000

3605 Highway 52 North 
Rochester, Minnesota    55901
United States

Research Triangle Park, North Carolina
United States

51 Astor Place 
New York, New York    10003
United States

63 Madison Avenue 
New York, New York    10016
United States

1133 Westchester Avenue 
White Plains, New York    10604
United States

Headquarters
1 New Orchard Road 
Armonk, New York    10504
United States
Main Phone: 914-499-1900

4600 McAuley Place, #200 
Cincinnati, Ohio    45242
United States","Headquarters
1 New Orchard Road 
Armonk, New York    10504
United States
Main Phone: 914-499-1900"
inTEST Corporation (AMEX:INTT),AMEX:INTT,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.intest.com,United States and Canada,United States,"Headquarters
804 East Gate Drive
Suite 200 
Mount Laurel, New Jersey    08054
United States
Main Phone: 856-505-8800","Headquarters
804 East Gate Drive
Suite 200 
Mount Laurel, New Jersey    08054
United States
Main Phone: 856-505-8800"
"Intevac, Inc. (NasdaqGS:IVAC)",NasdaqGS:IVAC,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.intevac.com,United States and Canada,United States,"Headquarters
3560 Bassett Street 
Santa Clara, California    95054
United States
Main Phone: 408-986-9888
Main Fax: 408-988-8145

Delaware
United States","Headquarters
3560 Bassett Street 
Santa Clara, California    95054
United States
Main Phone: 408-986-9888
Main Fax: 408-988-8145"
IntriCon Corporation (NasdaqGM:IIN),NasdaqGM:IIN,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.intricon.com,United States and Canada,United States,"Headquarters
1260 Red Fox Road 
Arden Hills, Minnesota    55112
United States
Main Phone: 651-636-9770
Main Fax: 651-636-9503","Headquarters
1260 Red Fox Road 
Arden Hills, Minnesota    55112
United States
Main Phone: 651-636-9770
Main Fax: 651-636-9503"
Intuit Inc. (NasdaqGS:INTU),NasdaqGS:INTU,412027,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.intuit.com,United States and Canada,United States,"Headquarters
2700 Coast Avenue 
Mountain View, California    94043
United States
Main Phone: 650-944-6000

Delaware
United States","Headquarters
2700 Coast Avenue 
Mountain View, California    94043
United States
Main Phone: 650-944-6000"
"Inuvo, Inc. (AMEX:INUV)",AMEX:INUV,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.inuvo.com,United States and Canada,United States,"Headquarters
500 President Clinton Avenue
Suite 300 
Little Rock, Arkansas    72201
United States
Main Phone: 501-205-8508","Headquarters
500 President Clinton Avenue
Suite 300 
Little Rock, Arkansas    72201
United States
Main Phone: 501-205-8508"
iPass Inc. (NasdaqGS:IPAS),NasdaqGS:IPAS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.ipass.com,United States and Canada,United States,"Headquarters
3800 Bridge Parkway 
Redwood Shores, California    94065
United States
Main Phone: 650-232-4100
Main Fax: 650-232-4111","Headquarters
3800 Bridge Parkway 
Redwood Shores, California    94065
United States
Main Phone: 650-232-4100
Main Fax: 650-232-4111"
IPG Photonics Corporation (NasdaqGS:IPGP),NasdaqGS:IPGP,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.ipgphotonics.com,United States and Canada,United States,"Headquarters
50 Old Webster Road 
Oxford, Massachusetts    01540
United States
Main Phone: 508-373-1100
Main Fax: 508-373-1103
Other Phone: 877-980-1550","Headquarters
50 Old Webster Road 
Oxford, Massachusetts    01540
United States
Main Phone: 508-373-1100
Main Fax: 508-373-1103
Other Phone: 877-980-1550"
Issuer Direct Corporation (AMEX:ISDR),AMEX:ISDR,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.issuerdirect.com,United States and Canada,United States,"Headquarters
500 Perimeter Park Drive
Suite D 
Morrisville, North Carolina    27560
United States
Main Phone: 919-481-4000
Main Fax: 919-481-6222","Headquarters
500 Perimeter Park Drive
Suite D 
Morrisville, North Carolina    27560
United States
Main Phone: 919-481-4000
Main Fax: 919-481-6222"
"Iteris, Inc. (NasdaqCM:ITI)",NasdaqCM:ITI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.iteris.com,United States and Canada,United States,"Headquarters
1700 Carnegie Avenue 
Santa Ana, California    92705
United States
Main Phone: 949-270-9400","Headquarters
1700 Carnegie Avenue 
Santa Ana, California    92705
United States
Main Phone: 949-270-9400"
"Itron, Inc. (NasdaqGS:ITRI)",NasdaqGS:ITRI,374381,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.itron.com,United States and Canada,United States,"Headquarters
2111 North Molter Road 
Liberty Lake, Washington    99019
United States
Main Phone: 509-924-9900","Headquarters
2111 North Molter Road 
Liberty Lake, Washington    99019
United States
Main Phone: 509-924-9900"
ITUS Corporation (NasdaqCM:ITUS),NasdaqCM:ITUS,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.ITUScorp.com,United States and Canada,United States,"Headquarters
12100 Wilshire Boulevard
Suite 1275 
Los Angeles, California    90025
United States
Main Phone: 310-484-5200","Headquarters
12100 Wilshire Boulevard
Suite 1275 
Los Angeles, California    90025
United States
Main Phone: 310-484-5200"
IXYS Corporation (NasdaqGS:IXYS),NasdaqGS:IXYS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.ixys.com,United States and Canada,United States,"Headquarters
1590 Buckeye Drive 
Milpitas, California    95035
United States
Main Phone: 408-457-9000
Main Fax: 408-416-0223

Delaware
United States","Headquarters
1590 Buckeye Drive 
Milpitas, California    95035
United States
Main Phone: 408-457-9000
Main Fax: 408-416-0223"
"IZEA, Inc. (NasdaqCM:IZEA)",NasdaqCM:IZEA,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.izea.com,United States and Canada,United States,"Headquarters
480 North Orlando Avenue
Suite 200 
Winter Park, Florida    32789
United States
Main Phone: 407-674-6911","Headquarters
480 North Orlando Avenue
Suite 200 
Winter Park, Florida    32789
United States
Main Phone: 407-674-6911"
"j2 Global, Inc. (NasdaqGS:JCOM)",NasdaqGS:JCOM,563131,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.j2global.com,United States and Canada,United States,"Headquarters
6922 Hollywood Boulevard
Suite 500 
Los Angeles, California    90028
United States
Main Phone: 323-860-9200","Headquarters
6922 Hollywood Boulevard
Suite 500 
Los Angeles, California    90028
United States
Main Phone: 323-860-9200"
Jabil Inc. (NYSE:JBL),NYSE:JBL,341108,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.jabil.com,United States and Canada,United States,"Udine
Italy

Delaware
United States

Headquarters
10560 Dr. Martin Luther King
Jr. Street North 
St. Petersburg, Florida    33716
United States
Main Phone: 727-577-9749","Headquarters
10560 Dr. Martin Luther King
Jr. Street North 
St. Petersburg, Florida    33716
United States
Main Phone: 727-577-9749"
"Jack Henry & Associates, Inc. (NasdaqGS:JKHY)",NasdaqGS:JKHY,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.jackhenry.com,United States and Canada,United States,"Headquarters
663 West Highway 60
PO Box 807 
Monett, Missouri    65708
United States
Main Phone: 417-235-6652","Headquarters
663 West Highway 60
PO Box 807 
Monett, Missouri    65708
United States
Main Phone: 417-235-6652"
JetPay Corporation (NasdaqCM:JTPY),NasdaqCM:JTPY,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.jetpaycorp.com,United States and Canada,United States,"Headquarters
3939 West Drive 
Center Valley, Pennsylvania    18034
United States
Main Phone: 610-797-9500","Headquarters
3939 West Drive 
Center Valley, Pennsylvania    18034
United States
Main Phone: 610-797-9500"
"Juniper Networks, Inc. (NYSE:JNPR)",NYSE:JNPR,344353,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.juniper.net,United States and Canada,United States,"Headquarters
1133 Innovation Way 
Sunnyvale, California    94089
United States
Main Phone: 408-745-2000
Main Fax: 408-745-2100
Other Phone: 888-586-4737

Delaware
United States","Headquarters
1133 Innovation Way 
Sunnyvale, California    94089
United States
Main Phone: 408-745-2000
Main Fax: 408-745-2100
Other Phone: 888-586-4737"
KEMET Corporation (NYSE:KEM),NYSE:KEM,482443,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.kemet.com,United States and Canada,United States,"Headquarters
2835 Kemet Way 
Simpsonville, South Carolina    29681
United States
Main Phone: 864-963-6300

2835 Kemet Way 
Greenville, South Carolina    29681
United States
Main Phone: 864-963-6300
Main Fax: 864-963-6322

Delaware
United States","Headquarters
2835 Kemet Way 
Simpsonville, South Carolina    29681
United States
Main Phone: 864-963-6300"
Key Tronic Corporation (NasdaqGM:KTCC),NasdaqGM:KTCC,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.keytronicems.com,United States and Canada,United States,"Headquarters
North 4424 Sullivan Road 
Spokane Valley, Washington    99216
United States
Main Phone: 509-928-8000
Main Fax: 509-927-5555","Headquarters
North 4424 Sullivan Road 
Spokane Valley, Washington    99216
United States
Main Phone: 509-928-8000
Main Fax: 509-927-5555"
"Keysight Technologies, Inc. (NYSE:KEYS)",NYSE:KEYS,564853,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.keysight.com,United States and Canada,United States,"Kuala Lumpur
Malaysia

11306 East Montgomery Drive
Suite 4 
Spokane Valley, Washington    99206
United States

Headquarters
1400 Fountaingrove Parkway 
Santa Rosa, California    95403
United States
Main Phone: 800-829-4444
Main Fax: 800-829-4433
Other Phone: 707-577-6915","Headquarters
1400 Fountaingrove Parkway 
Santa Rosa, California    95403
United States
Main Phone: 800-829-4444
Main Fax: 800-829-4433
Other Phone: 707-577-6915"
"Kimball Electronics, Inc. (NasdaqGS:KE)",NasdaqGS:KE,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.kimballelectronics.com,United States and Canada,United States,"Headquarters
1205 Kimball Boulevard 
Jasper, Indiana    47546
United States
Main Phone: 812 634 4000","Headquarters
1205 Kimball Boulevard 
Jasper, Indiana    47546
United States
Main Phone: 812 634 4000"
KLA-Tencor Corporation (NasdaqGS:KLAC),NasdaqGS:KLAC,434699,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.kla-tencor.com,United States and Canada,United States,"Headquarters
One Technology Drive 
Milpitas, California    95035
United States
Main Phone: 408-875-3000
Main Fax: 408-875-4144

Delaware
United States","Headquarters
One Technology Drive 
Milpitas, California    95035
United States
Main Phone: 408-875-3000
Main Fax: 408-875-4144"
Knowles Corporation (NYSE:KN),NYSE:KN,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.knowles.com,United States and Canada,United States,"331 Fairchild Drive 
Mountain View, California    94043
United States

Headquarters
1151 Maplewood Drive 
Itasca, Illinois    60143
United States
Main Phone: 630-250-5100
Main Fax: 630-250-0575","Headquarters
1151 Maplewood Drive 
Itasca, Illinois    60143
United States
Main Phone: 630-250-5100
Main Fax: 630-250-0575"
Kopin Corporation (NasdaqGS:KOPN),NasdaqGS:KOPN,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.kopin.com,United States and Canada,United States,"Headquarters
125 North Drive 
Westborough, Massachusetts    01581
United States
Main Phone: 508-870-5959
Main Fax: 508-870-0660","Headquarters
125 North Drive 
Westborough, Massachusetts    01581
United States
Main Phone: 508-870-5959
Main Fax: 508-870-0660"
"KVH Industries, Inc. (NasdaqGS:KVHI)",NasdaqGS:KVHI,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.kvh.com,United States and Canada,United States,"Headquarters
50 Enterprise Center 
Middletown, Rhode Island    02842
United States
Main Phone: 401-847-3327
Main Fax: 401-849-0045","Headquarters
50 Enterprise Center 
Middletown, Rhode Island    02842
United States
Main Phone: 401-847-3327
Main Fax: 401-849-0045"
Lam Research Corporation (NasdaqGS:LRCX),NasdaqGS:LRCX,126390,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.lamresearch.com,United States and Canada,United States,"Headquarters
4650 Cushing Parkway 
Fremont, California    94538
United States
Main Phone: 510-572-0200
Other Phone: 800-526-7678

Delaware
United States","Headquarters
4650 Cushing Parkway 
Fremont, California    94538
United States
Main Phone: 510-572-0200
Other Phone: 800-526-7678"
"Lantronix, Inc. (NasdaqCM:LTRX)",NasdaqCM:LTRX,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.lantronix.com,United States and Canada,United States,"Headquarters
7535 Irvine Center Drive
Suite 100 
Irvine, California    92618
United States
Main Phone: 949-453-3990
Main Fax: 949-453-3995
Other Phone: 800-526-8766","Headquarters
7535 Irvine Center Drive
Suite 100 
Irvine, California    92618
United States
Main Phone: 949-453-3990
Main Fax: 949-453-3995
Other Phone: 800-526-8766"
Lattice Semiconductor Corporation (NasdaqGS:LSCC),NasdaqGS:LSCC,343648,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.latticesemi.com,United States and Canada,United States,"Headquarters
111 SW Fifth Avenue
Suite 700 
Portland, Oregon    97204
United States
Main Phone: 503-268-8000

Delaware
United States","Headquarters
111 SW Fifth Avenue
Suite 700 
Portland, Oregon    97204
United States
Main Phone: 503-268-8000"
Leaf Group Ltd. (NYSE:LFGR),NYSE:LFGR,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.leafgroup.com,United States and Canada,United States,"Headquarters
1655 26th Street 
Santa Monica, California    90404
United States
Main Phone: 310-656-6253
Other Phone: 310-394-6400","Headquarters
1655 26th Street 
Santa Monica, California    90404
United States
Main Phone: 310-656-6253
Other Phone: 310-394-6400"
"Leidos Holdings, Inc. (NYSE:LDOS)",NYSE:LDOS,414558,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.leidos.com,United States and Canada,United States,"Headquarters
11951 Freedom Drive 
Reston, Virginia    20190
United States
Main Phone: 571-526-6000

Reston, Virginia
United States

476 Prospect Street 
La Jolla, California    92037
United States
Main Phone: 714-454-3811

Delaware
United States","Headquarters
11951 Freedom Drive 
Reston, Virginia    20190
United States
Main Phone: 571-526-6000"
"LightPath Technologies, Inc. (NasdaqCM:LPTH)",NasdaqCM:LPTH,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.lightpath.com,United States and Canada,United States,"Headquarters
2603 Challenger Tech Court
Suite 100 
Orlando, Florida    32826
United States
Main Phone: 407-382-4003
Main Fax: 407-382-4007
Other Phone: 800-472-3486","Headquarters
2603 Challenger Tech Court
Suite 100 
Orlando, Florida    32826
United States
Main Phone: 407-382-4003
Main Fax: 407-382-4007
Other Phone: 800-472-3486"
"Limelight Networks, Inc. (NasdaqGS:LLNW)",NasdaqGS:LLNW,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.limelight.com,United States and Canada,United States,"Headquarters
222 South Mill Avenue
8th Floor 
Tempe, Arizona    85281
United States
Main Phone: 602-850-5000
Other Phone: 866-200-5463","Headquarters
222 South Mill Avenue
8th Floor 
Tempe, Arizona    85281
United States
Main Phone: 602-850-5000
Other Phone: 866-200-5463"
"Liquidity Services, Inc. (NasdaqGS:LQDT)",NasdaqGS:LQDT,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.liquidityservicesinc.com,United States and Canada,United States,"Headquarters
1920 L Street, N.W.
6th Floor 
Washington, District Of Columbia    20036
United States
Main Phone: 202-467-6868
Main Fax: 202-467-5475
Other Phone: 800-310-4604","Headquarters
1920 L Street, N.W.
6th Floor 
Washington, District Of Columbia    20036
United States
Main Phone: 202-467-6868
Main Fax: 202-467-5475
Other Phone: 800-310-4604"
"Littelfuse, Inc. (NasdaqGS:LFUS)",NasdaqGS:LFUS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.littelfuse.com,United States and Canada,United States,"Lipa
Philippines

Headquarters
8755 West Higgins Road
Suite 500 
Chicago, Illinois    60631
United States
Main Phone: 773-628-1000","Headquarters
8755 West Higgins Road
Suite 500 
Chicago, Illinois    60631
United States
Main Phone: 773-628-1000"
"LivePerson, Inc. (NasdaqGS:LPSN)",NasdaqGS:LPSN,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.liveperson.com,United States and Canada,United States,"Headquarters
475 Tenth Avenue
5th Floor 
New York, New York    10018
United States
Main Phone: 212-609-4200","Headquarters
475 Tenth Avenue
5th Floor 
New York, New York    10018
United States
Main Phone: 212-609-4200"
"LogMeIn, Inc. (NasdaqGS:LOGM)",NasdaqGS:LOGM,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.logmein.com,United States and Canada,United States,"Headquarters
320 Summer Street 
Boston, Massachusetts    02210
United States
Main Phone: 781-638-9050
Main Fax: 781-437-1803","Headquarters
320 Summer Street 
Boston, Massachusetts    02210
United States
Main Phone: 781-638-9050
Main Fax: 781-437-1803"
LRAD Corporation (NasdaqCM:LRAD),NasdaqCM:LRAD,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.lradx.com,United States and Canada,United States,"Headquarters
16990 Goldentop Road
STE A 
San Diego, California    92127
United States
Main Phone: 858-676-1112
Main Fax: 858-676-1120","Headquarters
16990 Goldentop Road
STE A 
San Diego, California    92127
United States
Main Phone: 858-676-1112
Main Fax: 858-676-1120"
Lumentum Holdings Inc. (NasdaqGS:LITE),NasdaqGS:LITE,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.lumentum.com,United States and Canada,United States,"Headquarters
400 North McCarthy Boulevard 
Milpitas, California    95035
United States
Main Phone: 408-546-5483","Headquarters
400 North McCarthy Boulevard 
Milpitas, California    95035
United States
Main Phone: 408-546-5483"
Luna Innovations Incorporated (NasdaqCM:LUNA),NasdaqCM:LUNA,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.lunainc.com,United States and Canada,United States,"Headquarters
301 1st Street, SW
Suite 200 
Roanoke, Virginia    24011
United States
Main Phone: 540-769-8400
Main Fax: 540-769-8401","Headquarters
301 1st Street, SW
Suite 200 
Roanoke, Virginia    24011
United States
Main Phone: 540-769-8400
Main Fax: 540-769-8401"
"MACOM Technology Solutions Holdings, Inc. (NasdaqGS:MTSI)",NasdaqGS:MTSI,561964,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.macom.com,United States and Canada,United States,"Headquarters
100 Chelmsford Street 
Lowell, Massachusetts    01851
United States
Main Phone: 978-656-2500
Main Fax: 978-656-2804
Other Phone: 800-366-2266","Headquarters
100 Chelmsford Street 
Lowell, Massachusetts    01851
United States
Main Phone: 978-656-2500
Main Fax: 978-656-2804
Other Phone: 800-366-2266"
Majesco (AMEX:MJCO),AMEX:MJCO,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.majesco.com,United States and Canada,United States,"41 East Washington Street
Suite 320 
Indianapolis, Indiana    46204
United States
Main Phone: 317-613-2400
Main Fax: 317-613-2402

105 Fieldcrest Avenue
Suite # 208 
Edison, New Jersey    08837
United States
Main Phone: 732-590-6400
Main Fax: 732-225-5210

Headquarters
412 Mount Kemble Avenue
Suite 110C 
Morristown, New Jersey    07960
United States
Main Phone: 973-461-5200
Main Fax: 973-605-2942","Headquarters
412 Mount Kemble Avenue
Suite 110C 
Morristown, New Jersey    07960
United States
Main Phone: 973-461-5200
Main Fax: 973-605-2942"
